1 morphology
1 capacitance
1 pas
2 extracellular
1 fastpas
0 na_ion
0 k_ion
4 hh
1 IClamp
1 AlphaSynapse
2 ExpSyn
3 Exp2Syn
1 SEClamp
4 VClamp
1 OClamp
1 APCount
0 NetStim
0 IntFire1
0 IntFire2
0 IntFire4
1 PointProcessMark
0 PatternStim
2 Izhikevich2003Properties
